id,timestamp,date,condition,feedback,chosen_topic,n_annotated_turns,n_user_turns,n_assistant_turns,llm_engagement_score,llm_frustration_score,llm_naturalness_score,llm_mean_disclosure,llm_max_disclosure,llm_any_substantive_disclosure,llm_user_disclosure_turn_count,llm_mean_offtopic_score,llm_offtopic_user_turn_proportion,llm_weakly_related_user_turn_proportion,llm_any_offtopic_divergence,llm_assistant_response_quality_mean,llm_assistant_response_quality_min,llm_assistant_repair_quality_mean,llm_assistant_repair_turn_count,llm_user_refusal_count,llm_user_offtopic_move_count,llm_assistant_clarification_count,llm_assistant_repair_count,llm_closing_count,llm_dialogact_greeting_count,llm_dialogact_topic_selection_count,llm_dialogact_question_count,llm_dialogact_answer_count,llm_dialogact_clarification_request_count,llm_dialogact_acknowledgment_count,llm_dialogact_refusal_rejection_count,llm_dialogact_self_disclosure_count,llm_dialogact_opinion_evaluation_count,llm_dialogact_off_topic_move_count,llm_dialogact_repair_correction_count,llm_dialogact_closing_farewell_count,llm_dialogact_other_count
324,2025-07-28 15:45:37,2025-07-28,Condition A (Willi),,Vacation,21,10,11,4,1,4,1.3,3.0,1,4,0.05,0.0,0.1,0,3.909090909090909,3.0,,0,0,1,0,0,0,1,2,9,7,0,0,0,1,0,1,0,0,0
325,2025-07-28 15:57:28,2025-07-28,Condition A (Willi),,Watches,51,25,26,4,2,2,1.0,3.0,1,6,0.22,0.04,0.36,1,3.4615384615384617,2.0,2.0,1,0,0,0,1,2,1,6,13,18,0,2,0,1,0,0,1,2,7
326,2025-07-28 16:08:50,2025-07-28,Condition A (Willi),,Breakfast,25,12,13,4,3,2,1.0833333333333333,2.0,0,5,0.2916666666666667,0.08333333333333333,0.4166666666666667,1,3.6923076923076925,2.0,3.0,2,2,0,0,1,0,1,2,8,10,0,0,2,0,0,0,1,0,1
328,2025-07-29 11:08:31,2025-07-29,Condition A (Willi),,Watches,11,5,6,2,3,2,0.6,1.0,0,0,0.2,0.2,0.0,1,3.5,2.0,,0,1,0,0,0,1,1,1,4,3,0,0,1,0,0,0,0,1,0
329,2025-07-30 13:41:34,2025-07-30,Condition A (Willi),,Vacation,17,8,9,4,2,3,0.625,2.0,0,1,0.25,0.125,0.25,1,3.7777777777777777,3.0,3.0,1,0,0,0,0,0,1,1,6,4,3,0,0,2,0,0,0,0,0
330,2025-07-30 13:49:18,2025-07-30,Condition A (Willi),,Watches,82,41,41,4,4,2,1.048780487804878,4.0,1,11,0.3048780487804878,0.17073170731707318,0.2682926829268293,1,3.4146341463414633,2.0,2.875,8,0,0,2,0,5,1,4,22,31,4,2,4,6,0,1,1,5,1
332,2025-07-30 14:38:31,2025-07-30,Condition A (Willi),,Breakfast,13,6,7,5,1,4,1.1666666666666667,2.0,0,2,0.0,0.0,0.0,0,4.428571428571429,4.0,,0,0,0,0,0,1,1,1,5,4,0,0,0,1,0,0,0,1,0
333,2025-07-30 15:20:18,2025-07-30,Condition A (Willi),,Breakfast,41,20,21,5,1,4,1.2,3.0,1,7,0.05,0.0,0.1,0,3.9523809523809526,3.0,,0,0,0,0,0,4,1,3,15,15,0,1,0,0,0,0,0,4,2
334,2025-07-30 15:36:32,2025-07-30,Condition A (Willi),,Watches,5,2,3,2,2,2,0.0,0.0,0,0,0.5,0.0,1.0,0,3.6666666666666665,3.0,2.0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1
335,2025-07-30 15:41:17,2025-07-30,Condition A (Willi),,Vacation,11,5,6,4,1,4,1.4,2.0,0,3,0.1,0.0,0.2,0,4.166666666666667,4.0,,0,0,0,0,0,0,1,1,4,4,0,0,0,1,0,0,0,0,0
336,2025-07-30 15:52:07,2025-07-30,Condition A (Willi),,Vacation,21,10,11,4,1,3,0.7,2.0,0,1,0.25,0.1,0.3,1,4.2727272727272725,3.0,3.0,1,0,0,0,1,3,1,1,6,6,2,0,0,1,0,0,1,3,0
338,2025-07-31 08:17:57,2025-07-31,Condition A (Willi),,Vacation,9,4,5,4,1,5,1.0,2.0,0,1,0.0,0.0,0.0,0,4.8,4.0,,0,0,0,0,0,0,1,1,3,2,0,0,0,2,0,0,0,0,0
339,2025-07-31 10:30:18,2025-07-31,Condition A (Willi),,Vacation,17,8,9,4,1,4,0.875,2.0,0,1,0.125,0.0,0.25,0,4.0,3.0,,0,0,0,0,0,2,1,1,7,6,0,0,0,0,0,0,0,2,0
340,2025-07-31 14:01:13,2025-07-31,Condition A (Willi),,Vacation,41,20,21,5,2,4,0.8,2.0,0,3,0.2,0.05,0.3,1,4.238095238095238,3.0,3.0,1,0,1,1,0,4,1,3,11,15,1,4,0,1,0,1,0,4,0
341,2025-08-01 12:06:08,2025-08-01,Condition A (Willi),,Watches,17,8,9,4,1,3,0.875,2.0,0,2,0.125,0.0,0.25,0,4.222222222222222,4.0,,0,0,0,0,0,1,1,1,7,6,0,1,0,0,0,0,0,1,0
342,2025-08-01 12:21:43,2025-08-01,Condition A (Willi),,Vacation,19,9,10,4,2,2,0.6666666666666666,2.0,0,1,0.2222222222222222,0.0,0.4444444444444444,0,3.1,2.0,3.0,3,0,0,0,2,0,1,2,6,3,3,1,0,0,0,0,2,0,1
344,2025-08-02 10:39:58,2025-08-02,Condition A (Willi),,Vacation,17,8,9,4,1,4,1.125,3.0,1,3,0.125,0.0,0.25,0,3.5555555555555554,2.0,,0,1,0,0,0,2,1,1,5,1,0,1,1,3,0,0,1,2,1
345,2025-08-02 11:06:21,2025-08-02,Condition A (Willi),,Breakfast,3,1,2,4,1,3,0.0,0.0,0,0,1.0,1.0,0.0,1,4.5,4.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
346,2025-08-02 11:08:24,2025-08-02,Condition A (Willi),,Watches,21,10,11,5,1,4,1.2,2.0,0,3,0.15,0.1,0.1,1,4.636363636363637,2.0,1.0,1,0,0,0,0,2,1,3,5,6,0,1,0,1,0,0,1,2,1
348,2025-08-02 11:15:01,2025-08-02,Condition A (Willi),,Vacation,23,11,12,4,2,2,0.45454545454545453,2.0,0,1,0.45454545454545453,0.18181818181818182,0.5454545454545454,1,3.5833333333333335,2.0,3.5,2,1,0,1,0,0,1,1,8,7,3,0,1,1,1,0,0,0,0
349,2025-08-02 13:03:08,2025-08-02,Condition A (Willi),,Watches,19,9,10,2,4,2,1.1111111111111112,3.0,1,4,0.16666666666666666,0.0,0.3333333333333333,0,3.6,2.0,2.5,2,2,0,1,0,0,1,1,6,2,1,2,2,4,0,0,0,0,0
350,2025-08-02 13:38:40,2025-08-02,Condition A (Willi),,Watches,13,6,7,4,2,4,0.8333333333333334,2.0,0,1,0.08333333333333333,0.0,0.16666666666666666,0,3.7142857142857144,3.0,2.0,1,0,0,1,0,0,0,1,4,6,1,0,0,0,0,0,0,0,1
351,2025-08-02 13:48:17,2025-08-02,Condition A (Willi),,Vacation,35,17,18,4,2,3,1.411764705882353,3.0,1,7,0.08823529411764706,0.0,0.17647058823529413,0,3.611111111111111,2.0,3.0,6,0,0,0,3,2,1,1,13,5,4,1,0,5,0,0,3,2,0
352,2025-08-02 14:20:33,2025-08-02,Condition A (Willi),,Vacation,13,6,7,4,1,4,1.1666666666666667,2.0,0,2,0.0,0.0,0.0,0,4.285714285714286,4.0,,0,0,0,0,0,0,1,1,6,4,0,0,0,1,0,0,0,0,0
353,2025-08-02 14:27:27,2025-08-02,Condition A (Willi),,Watches,21,10,11,4,4,3,1.2,3.0,1,5,0.3,0.0,0.6,0,3.272727272727273,2.0,3.5,2,1,0,0,1,1,1,1,5,2,1,0,1,2,2,0,5,1,0
354,2025-08-02 14:34:39,2025-08-02,Condition A (Willi),,Vacation,17,8,9,4,2,3,0.375,1.0,0,0,0.4375,0.25,0.375,1,4.222222222222222,4.0,4.5,2,1,1,0,2,0,1,0,7,4,0,1,1,0,0,1,2,0,0
355,2025-08-03 10:38:02,2025-08-03,Condition A (Willi),,Vacation,17,8,9,4,1,4,1.125,3.0,1,3,0.0,0.0,0.0,0,4.111111111111111,2.0,2.0,2,0,0,1,0,2,1,1,4,6,1,0,0,0,1,0,0,2,1
356,2025-08-03 11:10:21,2025-08-03,Condition A (Willi),,Breakfast,7,3,4,4,1,4,1.0,2.0,0,1,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0
357,2025-08-03 11:16:04,2025-08-03,Condition A (Willi),,Vacation,7,3,4,4,1,4,1.0,2.0,0,1,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0
358,2025-08-03 11:25:23,2025-08-03,Condition A (Willi),,Vacation,13,6,7,4,2,3,0.6666666666666666,2.0,0,1,0.08333333333333333,0.0,0.16666666666666666,0,3.5714285714285716,2.0,2.0,1,1,0,0,0,0,1,1,5,2,1,0,1,1,0,1,0,0,0
359,2025-08-03 12:01:52,2025-08-03,Condition A (Willi),,Vacation,17,8,9,4,1,4,1.1428571428571428,2.0,0,2,0.0625,0.0,0.125,0,4.0,2.0,2.0,2,1,0,0,0,2,1,1,6,6,0,0,1,0,0,0,0,2,0
360,2025-08-03 12:05:52,2025-08-03,Condition A (Willi),,Breakfast,17,8,9,5,1,4,1.0,2.0,0,2,0.0625,0.0,0.125,0,4.555555555555555,2.0,2.0,1,0,0,0,1,0,0,2,6,6,0,1,0,1,0,0,1,0,0
361,2025-08-03 12:11:28,2025-08-03,Condition A (Willi),,Watches,17,8,9,4,1,3,0.625,1.0,0,0,0.0625,0.0,0.125,0,4.0,3.0,4.0,1,1,0,0,1,2,1,1,4,6,0,0,1,0,0,0,1,2,1
362,2025-08-03 13:00:17,2025-08-03,Condition A (Willi),,Vacation,7,3,4,4,1,4,1.0,2.0,0,1,0.16666666666666666,0.0,0.3333333333333333,0,4.5,4.0,,0,0,0,0,0,0,1,1,3,0,0,0,0,2,0,0,0,0,0
363,2025-08-03 13:25:58,2025-08-03,Condition A (Willi),,Breakfast,17,8,9,5,1,4,1.125,2.0,0,2,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,1,1,1,6,8,0,0,0,0,0,0,0,1,0
364,2025-08-03 13:35:01,2025-08-03,Condition A (Willi),,Vacation,15,7,8,4,1,3,0.7142857142857143,2.0,0,1,0.14285714285714285,0.0,0.2857142857142857,0,3.625,3.0,,0,0,0,0,0,0,1,1,6,6,1,0,0,0,0,0,0,0,0
365,2025-08-03 13:43:36,2025-08-03,Condition A (Willi),,Breakfast,15,7,8,4,2,3,0.8571428571428571,2.0,0,1,0.07142857142857142,0.0,0.14285714285714285,0,4.125,3.0,4.0,1,0,0,0,1,0,1,1,5,6,1,0,0,0,0,0,1,0,0
366,2025-08-03 13:53:45,2025-08-03,Condition A (Willi),,Watches,7,3,4,4,1,4,1.0,2.0,0,1,0.5,0.3333333333333333,0.3333333333333333,1,4.25,4.0,5.0,1,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,2,0,0
367,2025-08-03 13:58:40,2025-08-03,Condition A (Willi),,Vacation,19,9,10,4,1,4,0.7777777777777778,2.0,0,1,0.16666666666666666,0.0,0.3333333333333333,0,4.0,2.0,2.0,1,0,0,0,0,1,1,2,7,7,0,1,0,0,0,0,0,1,0
368,2025-08-03 14:03:43,2025-08-03,Condition A (Willi),,Breakfast,13,6,7,4,2,3,1.3333333333333333,2.0,0,3,0.08333333333333333,0.0,0.16666666666666666,0,3.4285714285714284,2.0,1.5,2,0,0,0,1,1,1,1,4,3,0,0,0,2,0,0,1,1,0
369,2025-08-03 14:09:59,2025-08-03,Condition A (Willi),,Vacation,11,5,6,4,1,4,0.8,2.0,0,1,0.1,0.0,0.2,0,4.333333333333333,4.0,,0,0,0,0,0,0,0,2,5,3,1,0,0,0,0,0,0,0,0
371,2025-08-03 14:37:12,2025-08-03,Condition A (Willi),,Vacation,23,11,12,4,2,3,0.7272727272727273,3.0,1,2,0.22727272727272727,0.18181818181818182,0.09090909090909091,1,4.083333333333333,3.0,3.75,4,1,0,0,2,2,1,1,7,4,1,0,3,2,0,0,2,2,0
372,2025-08-03 14:53:40,2025-08-03,Condition A (Willi),,Vacation,15,7,8,4,2,2,1.0,2.0,0,3,0.2857142857142857,0.0,0.5714285714285714,0,3.875,2.0,2.5,2,0,0,0,1,0,1,1,4,0,0,1,0,5,0,0,3,0,0
373,2025-08-03 15:02:57,2025-08-03,Condition A (Willi),,Vacation,55,27,28,5,1,5,1.2962962962962963,3.0,1,12,0.14814814814814814,0.037037037037037035,0.2222222222222222,1,4.464285714285714,3.0,,0,0,1,0,0,3,1,3,22,9,0,2,0,9,3,2,1,3,0
375,2025-08-05 09:09:18,2025-08-05,Condition A (Willi),,Breakfast,11,5,6,3,2,2,0.8,2.0,0,1,0.1,0.0,0.2,0,2.8333333333333335,2.0,1.5,2,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,1
377,2025-08-06 09:37:37,2025-08-06,Condition A (Willi),,Watches,13,6,7,4,1,3,1.0,2.0,0,2,0.08333333333333333,0.0,0.16666666666666666,0,3.5714285714285716,3.0,2.0,3,0,0,0,1,0,1,0,4,1,1,0,0,4,0,0,1,0,1
378,2025-08-06 10:35:24,2025-08-06,Condition A (Willi),,Watches,15,7,8,4,1,3,1.1428571428571428,2.0,0,3,0.0,0.0,0.0,0,4.0,2.0,,0,0,0,0,0,2,1,1,6,2,0,0,0,1,1,0,0,2,1
379,2025-08-06 11:40:32,2025-08-06,Condition A (Willi),,Vacation,15,7,8,4,1,3,0.7142857142857143,1.0,0,0,0.14285714285714285,0.0,0.2857142857142857,0,4.0,3.0,,0,0,0,0,0,0,1,1,5,7,0,0,0,0,0,1,0,0,0
380,2025-08-06 11:44:16,2025-08-06,Condition A (Willi),,Breakfast,19,9,10,5,1,4,0.7777777777777778,1.0,0,0,0.0,0.0,0.0,0,3.9,2.0,2.0,2,0,0,0,0,0,1,2,7,8,0,1,0,0,0,0,0,0,0
381,2025-08-06 11:55:28,2025-08-06,Condition A (Willi),,Watches,19,9,10,4,1,2,0.7777777777777778,2.0,0,1,0.2222222222222222,0.0,0.4444444444444444,0,3.4,2.0,,0,0,0,0,0,0,1,4,6,8,0,0,0,0,0,0,0,0,0
382,2025-08-06 13:28:18,2025-08-06,Condition A (Willi),,Vacation,15,7,8,4,1,4,0.8571428571428571,2.0,0,1,0.07142857142857142,0.0,0.14285714285714285,0,3.5,3.0,3.0,1,0,0,0,1,0,1,1,4,4,0,1,0,1,0,1,2,0,0
384,2025-08-06 14:20:08,2025-08-06,Condition A (Willi),,Vacation,11,5,6,4,1,4,0.8,1.0,0,0,0.1,0.0,0.2,0,3.6666666666666665,2.0,3.0,1,0,0,0,1,0,0,2,4,3,1,0,0,0,0,0,1,0,0
386,2025-08-06 14:28:51,2025-08-06,Condition A (Willi),,Vacation,9,4,5,4,1,3,0.75,1.0,0,0,0.0,0.0,0.0,0,3.8,2.0,,0,0,0,0,0,0,1,1,3,1,0,3,0,0,0,0,0,0,0
387,2025-08-06 16:09:21,2025-08-06,Condition A (Willi),,Breakfast,3,1,2,4,1,4,1.0,1.0,0,0,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
389,2025-08-07 12:03:04,2025-08-07,Condition A (Willi),,Vacation,15,7,8,4,1,3,0.7142857142857143,1.0,0,0,0.0,0.0,0.0,0,4.0,4.0,4.0,1,0,0,1,0,0,1,1,4,7,2,0,0,0,0,0,0,0,0
390,2025-08-07 12:46:23,2025-08-07,Condition A (Willi),,Vacation,15,7,8,5,1,4,1.0,2.0,0,2,0.07142857142857142,0.0,0.14285714285714285,0,3.625,2.0,4.0,1,0,0,0,0,0,1,1,5,5,1,0,0,0,0,1,1,0,0
391,2025-08-07 13:05:12,2025-08-07,Condition A (Willi),,Breakfast,17,8,9,4,2,3,0.875,2.0,0,1,0.125,0.125,0.0,1,4.777777777777778,4.0,4.0,1,0,1,0,1,0,1,1,6,7,0,0,0,0,0,1,1,0,0
392,2025-08-07 14:31:12,2025-08-07,Condition A (Willi),,Vacation,21,10,11,4,1,3,0.6,2.0,0,2,0.25,0.1,0.3,1,3.5454545454545454,2.0,3.0,2,0,0,1,1,2,1,2,6,3,2,1,0,2,0,0,1,2,1
393,2025-08-07 14:39:46,2025-08-07,Condition A (Willi),4.0,Vacation,51,25,26,5,1,2,0.88,2.0,0,4,0.16,0.04,0.24,1,3.6538461538461537,2.0,,0,0,0,0,0,1,1,3,19,19,0,2,0,1,0,0,0,1,5
395,2025-08-07 15:04:00,2025-08-07,Condition A (Willi),4.0,Watches,13,6,7,4,1,4,1.0,2.0,0,2,0.08333333333333333,0.0,0.16666666666666666,0,3.7142857142857144,3.0,,0,0,0,0,0,1,1,1,4,4,0,1,0,0,0,1,0,1,0
396,2025-08-07 15:10:50,2025-08-07,Condition A (Willi),4.0,Watches,19,9,10,4,1,4,1.0,2.0,0,2,0.05555555555555555,0.0,0.1111111111111111,0,4.6,4.0,,0,1,0,0,0,2,1,2,6,4,0,1,1,1,0,0,0,2,1
400,2025-08-08 11:55:37,2025-08-08,Condition A (Willi),4.0,Watches,33,16,17,4,1,3,0.8125,2.0,0,3,0.09375,0.0625,0.0625,1,3.7058823529411766,2.0,,0,0,1,0,0,2,1,1,12,13,0,0,0,2,1,1,0,2,0
401,2025-08-08 13:57:23,2025-08-08,Condition A (Willi),,Breakfast,29,14,15,4,1,3,0.7857142857142857,2.0,0,2,0.14285714285714285,0.0,0.2857142857142857,0,3.533333333333333,3.0,,0,0,0,0,0,1,1,3,12,10,0,1,0,0,1,0,0,1,0
403,2025-08-09 11:55:50,2025-08-09,Condition A (Willi),5.0,Breakfast,11,5,6,4,1,2,1.0,2.0,0,1,0.1,0.0,0.2,0,3.6666666666666665,2.0,,0,0,0,0,0,0,1,1,5,3,0,0,0,1,0,0,0,0,0
405,2025-08-09 13:30:55,2025-08-09,Condition A (Willi),5.0,Breakfast,15,7,8,4,1,4,1.4285714285714286,3.0,1,4,0.14285714285714285,0.0,0.2857142857142857,0,4.125,4.0,,0,0,0,0,0,2,1,1,5,1,0,1,0,4,0,0,0,2,0
406,2025-08-09 13:36:52,2025-08-09,Condition A (Willi),4.0,Vacation,29,14,15,4,1,3,1.0714285714285714,3.0,1,5,0.14285714285714285,0.0,0.2857142857142857,0,3.466666666666667,2.0,2.0,3,0,0,0,0,4,1,1,10,6,1,2,0,4,0,0,0,4,0
407,2025-08-09 13:43:21,2025-08-09,Condition A (Willi),4.0,Breakfast,17,8,9,4,1,4,1.0,2.0,0,2,0.0625,0.0,0.125,0,4.777777777777778,4.0,,0,1,0,0,0,1,1,1,6,6,0,0,1,0,0,1,0,1,0
408,2025-08-09 14:11:01,2025-08-09,Condition A (Willi),3.0,Vacation,19,9,10,4,1,3,1.0,2.0,0,2,0.05555555555555555,0.0,0.1111111111111111,0,3.7,2.0,2.0,1,1,0,0,0,2,1,1,7,4,0,1,1,2,0,0,0,2,0
409,2025-08-09 14:54:46,2025-08-09,Condition A (Willi),,Vacation,11,5,6,4,1,4,1.4,2.0,0,2,0.0,0.0,0.0,0,3.8333333333333335,3.0,,0,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,0
410,2025-08-09 14:57:50,2025-08-09,Condition A (Willi),5.0,Watches,9,4,5,4,1,4,0.75,1.0,0,0,0.0,0.0,0.0,0,4.8,4.0,4.0,1,0,0,1,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0
411,2025-08-10 09:52:02,2025-08-10,Condition A (Willi),5.0,Watches,3,1,2,4,1,4,0.0,0.0,0,0,0.0,0.0,0.0,0,4.0,4.0,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
412,2025-08-10 10:13:31,2025-08-10,Condition A (Willi),,Vacation,15,7,8,5,1,5,1.0,2.0,0,2,0.07142857142857142,0.0,0.14285714285714285,0,4.25,4.0,,0,1,0,0,0,0,1,1,6,3,0,2,1,1,0,0,0,0,0
413,2025-08-10 10:37:06,2025-08-10,Condition A (Willi),,Watches,11,5,6,5,1,4,1.8,3.0,1,4,0.0,0.0,0.0,0,4.666666666666667,4.0,,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,1,0
415,2025-08-13 12:39:14,2025-08-13,Condition A (Willi),,Vacation,13,6,7,4,2,3,1.3333333333333333,3.0,1,2,0.08333333333333333,0.0,0.16666666666666666,0,3.7142857142857144,3.0,3.0,1,0,0,0,0,1,1,1,4,5,0,0,0,0,0,0,1,1,0
416,2025-08-13 13:43:13,2025-08-13,Condition A (Willi),,Vacation,15,7,8,5,1,5,0.8571428571428571,2.0,0,1,0.07142857142857142,0.0,0.14285714285714285,0,4.5,4.0,,0,0,0,0,0,0,1,2,5,6,0,1,0,0,0,0,0,0,0
417,2025-08-13 13:52:04,2025-08-13,Condition A (Willi),4.0,Breakfast,17,8,9,4,1,4,0.875,2.0,0,1,0.0,0.0,0.0,0,3.888888888888889,3.0,,0,0,0,0,0,0,1,1,7,8,0,0,0,0,0,0,0,0,0
418,2025-08-13 14:56:11,2025-08-13,Condition A (Willi),4.0,Breakfast,29,14,15,5,1,5,1.7857142857142858,3.0,1,9,0.0,0.0,0.0,0,4.266666666666667,4.0,,0,0,0,0,0,3,1,2,10,10,0,0,0,0,0,2,1,3,0
419,2025-08-13 15:04:06,2025-08-13,Condition A (Willi),,Vacation,13,6,7,4,1,4,1.6666666666666667,3.0,1,3,0.0,0.0,0.0,0,4.571428571428571,4.0,,0,0,0,0,0,1,1,0,4,2,0,1,0,1,2,0,1,1,0
420,2025-08-13 15:08:05,2025-08-13,Condition A (Willi),2.0,Vacation,19,9,10,4,1,3,1.0,3.0,1,3,0.16666666666666666,0.0,0.3333333333333333,0,3.8,3.0,2.0,2,2,0,0,0,2,1,1,6,0,0,1,2,3,0,1,1,2,1
421,2025-08-13 15:13:19,2025-08-13,Condition A (Willi),5.0,Watches,25,12,13,4,2,3,0.9166666666666666,2.0,0,3,0.25,0.16666666666666666,0.16666666666666666,1,3.076923076923077,2.0,2.0,2,0,2,2,0,2,1,2,8,8,2,0,0,0,0,2,0,2,0
423,2025-08-14 10:53:15,2025-08-14,Condition A (Willi),,Breakfast,21,10,11,4,1,3,1.0,2.0,0,3,0.15,0.1,0.1,1,3.727272727272727,3.0,2.0,2,0,0,0,0,1,1,1,6,8,0,0,0,1,0,1,0,1,2
424,2025-08-14 14:38:52,2025-08-14,Condition A (Willi),,Vacation,17,8,9,4,1,4,0.875,2.0,0,1,0.125,0.0,0.25,0,4.222222222222222,3.0,,0,1,0,0,0,1,1,2,5,4,0,2,1,1,0,0,0,1,0
425,2025-08-14 15:21:49,2025-08-14,Condition A (Willi),5.0,Vacation,11,5,6,4,1,4,1.0,2.0,0,1,0.0,0.0,0.0,0,4.333333333333333,4.0,,0,0,0,0,0,0,1,1,5,2,0,1,0,1,0,0,0,0,0
426,2025-08-14 15:32:12,2025-08-14,Condition A (Willi),,Vacation,17,8,9,5,1,5,1.125,2.0,0,3,0.0,0.0,0.0,0,4.777777777777778,4.0,,0,1,0,0,0,2,1,1,4,6,0,1,1,1,0,0,0,2,0
427,2025-08-15 10:56:18,2025-08-15,Condition A (Willi),5.0,Vacation,13,6,7,5,1,4,0.8333333333333334,1.0,0,0,0.0,0.0,0.0,0,4.142857142857143,3.0,2.0,1,0,0,0,0,0,1,1,6,5,0,0,0,0,0,0,0,0,0
428,2025-08-15 10:58:54,2025-08-15,Condition A (Willi),5.0,Breakfast,17,8,9,4,1,4,0.875,2.0,0,1,0.0625,0.0,0.125,0,3.6666666666666665,2.0,2.0,1,0,0,0,0,0,1,2,6,7,0,0,0,1,0,0,0,0,0
429,2025-08-15 11:07:19,2025-08-15,Condition A (Willi),5.0,Vacation,23,11,12,4,1,4,1.0909090909090908,2.0,0,3,0.045454545454545456,0.0,0.09090909090909091,0,4.0,4.0,,0,0,0,0,0,1,1,2,9,10,0,0,0,0,0,0,0,1,0
430,2025-08-15 11:26:00,2025-08-15,Condition A (Willi),5.0,Breakfast,13,6,7,5,1,5,1.3333333333333333,2.0,0,3,0.0,0.0,0.0,0,5.0,5.0,,0,0,0,0,0,0,1,1,5,6,0,0,0,0,0,0,0,0,0
432,2025-08-16 10:53:17,2025-08-16,Condition A (Willi),,Breakfast,17,8,9,5,1,5,1.0,2.0,0,1,0.0,0.0,0.0,0,4.777777777777778,4.0,4.0,1,0,0,0,1,1,1,1,5,8,0,0,0,0,0,0,1,1,0
433,2025-08-16 13:31:43,2025-08-16,Condition A (Willi),,Vacation,15,7,8,4,1,4,0.7142857142857143,1.0,0,0,0.0,0.0,0.0,0,4.5,4.0,,0,0,0,0,0,1,1,1,5,5,0,1,0,0,0,0,0,1,1
434,2025-08-16 13:47:49,2025-08-16,Condition A (Willi),5.0,Breakfast,17,8,9,4,1,4,1.125,2.0,0,2,0.0625,0.0,0.125,0,4.0,3.0,,0,0,0,0,0,0,1,1,7,5,0,1,0,1,0,1,0,0,0
435,2025-08-16 14:09:09,2025-08-16,Condition A (Willi),,Breakfast,17,8,9,5,2,4,1.0,2.0,0,3,0.125,0.0,0.25,0,4.222222222222222,2.0,1.5,2,1,0,0,0,0,1,1,7,2,0,1,1,3,0,0,0,0,1
436,2025-08-17 11:22:46,2025-08-17,Condition A (Willi),5.0,Vacation,15,7,8,4,2,2,0.7142857142857143,2.0,0,2,0.21428571428571427,0.0,0.42857142857142855,0,3.375,2.0,,0,0,0,0,0,1,1,1,6,1,1,2,0,2,0,0,0,1,0
437,2025-08-17 12:07:12,2025-08-17,Condition A (Willi),5.0,Breakfast,19,9,10,4,1,3,1.2222222222222223,2.0,0,3,0.1111111111111111,0.1111111111111111,0.0,1,3.7,3.0,,0,0,1,0,0,0,1,2,6,5,0,2,0,2,0,1,0,0,0
438,2025-08-17 12:12:40,2025-08-17,Condition A (Willi),3.0,Vacation,33,16,17,4,2,2,0.375,2.0,0,1,0.4375,0.3125,0.25,1,3.5294117647058822,2.0,2.0,1,1,0,0,0,1,1,2,10,9,0,0,1,0,0,1,0,1,8
439,2025-08-17 12:20:45,2025-08-17,Condition A (Willi),3.0,Breakfast,17,8,9,4,1,4,0.875,2.0,0,2,0.125,0.0,0.25,0,3.888888888888889,3.0,4.0,1,1,0,0,0,1,1,1,7,4,1,0,1,1,0,0,0,1,0
442,2025-08-17 13:22:03,2025-08-17,Condition A (Willi),4.0,Breakfast,8,4,4,5,1,4,1.0,2.0,0,1,0.0,0.0,0.0,0,4.75,4.0,,0,0,0,0,0,0,1,1,3,2,0,0,0,1,0,0,0,0,0
445,2025-08-20 11:16:02,2025-08-20,Condition A (Willi),3.0,Breakfast,43,21,22,4,2,3,1.2380952380952381,3.0,1,6,0.07142857142857142,0.047619047619047616,0.047619047619047616,1,3.909090909090909,2.0,2.0,2,0,1,1,0,0,1,2,16,18,2,0,0,3,0,1,0,0,0
447,2025-08-20 14:37:12,2025-08-20,Condition A (Willi),2.0,Breakfast,17,8,9,4,1,3,0.75,2.0,0,1,0.25,0.0,0.5,0,3.888888888888889,2.0,3.0,2,0,0,0,0,0,1,2,6,6,0,1,0,0,0,0,1,0,0
448,2025-08-20 14:57:09,2025-08-20,Condition A (Willi),,Vacation,31,15,16,4,2,3,1.2,3.0,1,6,0.1,0.0,0.2,0,3.625,2.0,2.3333333333333335,3,0,0,0,0,1,1,2,12,11,2,1,0,1,0,0,0,1,0
449,2025-08-20 16:13:42,2025-08-20,Condition A (Willi),4.0,Vacation,27,13,14,4,1,3,0.9230769230769231,2.0,0,3,0.07692307692307693,0.0,0.15384615384615385,0,4.071428571428571,3.0,4.0,1,1,0,0,0,0,1,3,11,9,0,1,1,0,0,0,1,0,0
