Interaction ID,Combined User Messages,Personalness,Engagement,Positiveness,Politeness
960,ich würde gerne mit dir über Urlaub sprechen | mit meiner Familie in Schottland auf einem Campingplatz | nee da gibt es keinen Whisky | Hamburg,6,7,5,8
899,Urlaub | in den Bergen ist 2014 bin ich sicher sein in den Bergen | sehr oft überhaupt umsetzbar ist oder irgendwie Szenario haben kann dann würde ich sagen macht euch das ja wegen der hin müsst weil es die Gelegenheit sind sehr oft habe ich Urlaub in Bayern gemacht virtuelle Schlaganfall aufgebaut haben die in Asien mehr Spann | begleiten das ist | wandern | für die Leute sind so eine Kredit kommen,7,8,6,5
375,nur die drei aber nein immer Frühstück und dann | der frühe Vogel | gar nicht | nein | er hat diese drei Themen diese drei Themen man kann ihn fragen ob er die Energiekrise zum Beispiel so weit ist er noch nicht und das sind aber beziehungsweise es wäre vielleicht eine was ist jetzt so gefüttert sozusagen für diese drei Thema weil es auch Themen sind über die das nimmt und,6,5,4,7
119,Urlaub | können wir auf Englisch sprechen,2,4,6,8
1193,Uhren | ich habe eine Laufruhe die zwar die Uhrzeit anzeigen kann aber wesentlich andere Sachen auch sehr schön | ich habe eine Uhr die nicht funktioniert so eine kleine Golduhr vom Flohmarkt und meine Garmin Uhr und halt mein Handy aber das zeigt er nicht aktiv | ich trage die Garmin Laufuhr | die unterstützt mich beim Training | ist alles gut danke fürs Gespräch,8,7,9,8
865,überlegen was möchte über was möchtest du denn reden mit dem Urlaub vielleicht | Campingplatz | man weiß nicht ja | Passau | Familienurlaub | Lederhose bis was kannst du noch mal wiederholen | unterstützen es geht darum du bist weg | wir würden gern mehr über Nürnberg erfahren | du bist in Nürnberg | zum ersten Mal | wir sind wir sind durch wart ihr schon mal unten weil wir haben unten auf dem Boden lässt zum zum Malen und zum Basteln auch und dann aber auch mit Augmented Reality also das macht ja bestimmt Spaß wie kannst du denn den Wiki,6,7,8,9
1119,Frühstück | ich sag 10 Uhr sage ich jetzt mal | mit dem Blick aus dem Fenster | hä wenn ich jetzt einen normalen Satz mache so wenn ich jetzt noch mal mit dem rede also ich trinke normalerweise meinen Kaffee und dann allein alleine geht er dann darauf rein aber,7,6,5,6
932,hallo was du hast du heute gefrühstückt | ich sehe morgens um 8 Uhr auf immer | so | mit einer Frau zusammen du frühstücken | ab und zu mal selber ab und zu hilft mir jemand | Café Brötchen Müsli Brot | ab und zu könnte ich mir was besonderes,7,6,5,8
799,Urlaub | am liebsten in den Bergen oder mit einem Buch | ja | alles | Familienbesuch | können wir das Thema wechseln | Uhren | beides aber warum kennst du dich mit Uhren aus | ich besitze eine tutti Mo und eine Longin und es liegt bestimmt auch noch cine Swatch zu Hause rum | die tut immer | das Design | warum interessierst du dich für Uhren,7,6,6.5,5
763,abgesagt Frühstück | Frühjahr Vogel | gemütlich | Katze haben wir aggressiv | meine Katze | Zigaretten | Koks | Heroin | Wodka | bleibe treu | Urlaub | Balkonien | scheiß Bayern er muss unten nach unten schauen | Türkiye | der Basar,6,5,4,3
1247,oder muss ich sagen nur tauschen machen Frühstück | anderen | 15 Minuten | mit Familie | mit der Familie | Müsli | ich bleibe dem Müsli treu | was isst du zum Frühstück | was für Strom isst du so | alles gut danke | das ist noch ein anderes Gesprächsthema verschwunden ist Figuren | nein alles gut | nein,6,7,8,9
994,Uhren | ich habe eine altertümliche gute Uhr | ich trage eine Uni und Glashütte | ich trag nur eine | auf die Idee,6,7,7,8
729,vacation,6,7,8,7
126,Urlaub | letzteres | ja | in Nürnberg | Freunde besuchen | Nürnberg finde ich es so eine 7 von 10,6,7,8,9
1182,Urlaub | Kinder haben um die anderen nicht zu stören | ja ja | dann kann man quasi sprechen | in ihren letzten Schritten quasi begleiten und ja hier wv 34 ist beispielsweise auch ein co-creation Projekt ich habe die Frage nicht verstanden | ich ziehe hierher | Bier | Frühstück | die Umkreis | gemütlich mit Zeitung | mit Familie | mein Butler macht es | Champagner | starken Kaffee | früher aufstehen | auf jeden Fall auch nein danke,6,5,7,8
810,Urlaub | also ich verbringe meinen Urlaub am liebsten auf dem Campingplatz | ja | beim Wandern | einfach mal raus | ich habe dich frei nicht verstanden wir haben die Frage nicht verstanden | ich ziehe hierher | ja | Frühstück | ich stehe eher früh auf und wecke dann meine Kinder und mein Mann richtet das Frühstück her aber ich machte das mache dann das Frühstück für meine Kinder für die Schule | ich würde gerne gemütlich mit Blick aus dem Fenster aber meistens wird es eher naja so 15 Minuten mit Blick aus dem Fenster | vor nicht frühstücke mit meiner Familie und unterhalte mich gerne | go mein Mann macht das Frühstück vor und die Familie | ich trinke Kaffee und Wasser und esse Müsli meine Kinder essen manchmal Brot und manchmal Müsli | Woche am Wochenende gibt es bei uns immer Brötchen entweder vom Bäcker oder | vor | Kopf ich würde gern über die Arbeit sprechen | nein danke | mal okay ciao,8,6,7,5
192,Urlaub | gute Frage ich bin da | nicht direkt nur trips | nach Cochem München Regensburg | gut | einfach so | nein nur so | vielleicht später,6,7,8,7
863,Frühstück | ich stehe sofort auf | gar nicht | das habe ich jetzt nicht verstanden | ich selbst bereite das Frühstück zu | Kaffee eine Semmel Butter Marmelade | ähnlich | dazu das ist heute genauso | nein vielen Dank für das Gespräch | vielen Dank,7,6,5,8
983,Uhren | ich benutze alles mögliche ich habe auch eine normale Uhr | werden alle aus einem ganz normal also ich | es ist so eine Titanuhr mit dem quarzwerk | ja alles mögliche also sowohl als auch genau wie du sagst,7,6,8,9
549,also worüber reden wir | beides,6,5,8,7
498,clock watches | so much | classic watches,6,4,7,8
12,mich interessiert das Thema Urlaub | ich glaube es geht nicht gut ich glaube es auch nicht kannst du das noch mal sagen | meinen Urlaub verbringe ich am liebsten am Meer | ja ich habe schon oder in Bayern gemacht | ich war in den Bergen beim Wandern unterwegs | der Anlass war | auf einer Skala von Lederhose bis hierher würde ich Lederhose sagen was auch immer das meint | nein das habe ich noch nicht gewusst dass 1952 das ganz vielen Leuten empfohlen wurde aber ich habe mich auch noch nie so ausführlich damit beschäftigt | also vorne da jetzt nicht so aufgehört zu sprechen | oder in Bayern | mehr nein danke | danke schön dir auch | bis bald und pass auf dich auf | stimmt,6,7,5,8
747,Frühstück | ich bin ein Frühjahr Vogel und stehe um 5:50 Uhr auf ich nicht | ich frühstücke immer schnell und | Podcast er nimmt immer das erste was gesagt wird und er kann jetzt nicht eure beiden getrennt eure beiden Antworten getrennt total Podcast | Mama und Papa machen immer mein Frühstück | ich esse sonst immer Müsli | ganz anders der Woche dann nehme ich immer eine Semmel und esse immer sehr lang | sehr spannend | nicht Urlaub | Smartphone | ich habe eine digitale Uhr und | gar keine | ich trage sonst gar keine Uhren und mir ist es eigentlich egal | sehr spannend,8,7,6,5
660,hier ist er ist,6,7,8,9
21,ich würde gerne über Urlaub reden | am liebsten im Großstädten aber auch mal am Meer | ja natürlich ich war schon in München und in verschiedenen Seen | meistens bin ich mit meiner Familie dorthin gereist | sehr ich fand es dort sehr toll und konnte mir auch vorstellen wieder dorthin zu reisen | mal,7,8,9,6
88,can you talk about Japan in English | am Tag about those free Topic Swatches breakfast all vacation in Japan | i'm sorry can we talk about vacation in Japan,6,7.5,8,9
695,Ernährung | leben ja gerne,6,7,9,7
1166,hallo wv 34 ich bin Ralf und will mich mit dir über Frühstück unterhalten | also ich stehe morgens um 5 Uhr auf und das erste was ich esse ist ein Steak mit Bratkartoffeln und Salat | also ich esse das Steak und den Salat mindestens 4 Stunden weil ich dann voller Energie für die Arbeit bin | also ich frühstücke alleine weil beim Essen hört der Spaß auf es wird nichts geteilt | ich benutze Lieferando | am Wochenende kriege ich nur Wasser und Trockenbrot,8,7,6,5
926,watches | actually I changed my mind I'd like to talk about vacation | why does your voice sound so horribly like through like breathy and stuff it's like very | actually it's not really like a vintage radio with a modern twist it's more like | it sounds like a broken speaker and it's a very painful to the ear could you change your voice Maybe | I'd like to end the conversation thank you,3,4,2,1
925,UR,6,8,7,9
1183,Frühstück | frühe Vogel | schnell | alleine | jemand anderes | alles | ich bleibe in meinem Trost zu treu | ja | sagen Gespräch beenden,6,7,5,3
106,Urlaub LinkedIn | rechtzeitig stoppt | ja diese Frage die höre ich jeden Tag 5 mal runter | Allgäu | einfach nur entspannen | ich ziehe her | sind nein | nein,7,6,6,8
179,Uhren | ich schaue auf Uhren ja | Patek Philippe | jetzt trage ich gerade eine Apple watch | sehr praktische Funktionen und ich mag das Design | ja aber kannst du mir vielleicht sagen welche Uhren eine gute Geldanlage sind | kannst du mir sagen welches Modell von Rolex die beste Wertsteigerung in den letzten zehn Jahren hatte | allgemeines Interesse | so nein danke danke für das Gespräch,6,7,8,8
1207,Urlaub | Berge | ja | Oberhausen | einfach mal raus | war gut | ja,6,7,7.5,8
289,Urlaub | auf Fliesen | ja | beim Wandern | einfach mal raus | ja sehr gut | sag mal etwas über Bodensee | ich war schon auf dem Bodensee und am Bodensee | die Stadtbesuch | ja den Zippel die zeppelinfahrt,7,8,9,6
1068,Urlaub | mehr Großstadt | ja | ich war wandern und ich war Wellness machen und ich war keine Ahnung im Bayerischen Wald | einfach mal raus und spontane Auszeit in der genießen und relaxen | also schon sehr sehr gut ich würde sagen ich ziehe da vielleicht mal hin aber gerade noch nicht ich möchte noch hier in Nürnberg bleiben | ja natürlich sehr sehr gerne unbedingt,7,8,9,9
666,I really | I did ask something about breakfast what did you eat for breakfast really | I'm an early bird early but how do you survive without eating | well I spent some about 20 minutes for breakfast in average and how long do you eat | now the way I only do it my by myself yeah only myself yep | I'll make my breakfast myself but how much energy do you use | no I don't like coffee really | oh I stick to my same habits that's most easiest | why do I have to leave early,7,8,6,6
16,Fernweh schauen wir mal ob wir bayrisch versteht | überall außer Großstadt | ja ja habe ich | wandern bretze Stadt Land Fluss alles | Wellness mit Aussicht | Veränderung kannst du mal wiederholen ich habe die Frage nicht verstanden | ich ziehe hierher ich wohne ja da | vermutlich wegen Gebirge | so reicht oder okay alles klar dann danke Gespräch bin,6,7,8,7
469,Urlaub | am liebsten irgendwie am Meer und ganz viel grünes wichtig ich glaube so Italiens finde ich am coolsten | also ich wohne aktuell in Nürnberg und ich war am Ammersee,7,8,9,6
704,ich möchte über den Gründer von Fraunhofer sprechen | Uhren | ich trage noch eine echte Uhr | und dann geht er immer tiefer,6,7,7,8
496,Uhren | ich habe noch eine ganz normale Uhr Armbanduhr | ich habe noch eine alte Wanduhr die ich aufziehen muss mit einem Pendel und einem unschlagbar dass man ausscheiden kann | eine Holz und mit Lederarmband ne oder ist es ja ist das Lederarmband | ich mag das Design und die Materialien und sie leuchtet im Dunkeln dass ich auf die Uhrzeit im Dunkeln sehen kann,7,6,8,8
1215,Frühstück | miteinander | sehr lange | ich muss es selber machen | Tee und Müsli | das Auto geht genauso wie unter der Woche | könnte man seine seine Batterien,6,7.5,5,8
1013,Frühstück | früher Vogel um 6 Uhr | ich frühstücke gar nicht | mit meiner Mitbewohnerin,7,6,5,8
400,hallo Willi ich möchte gerne mit dir über das Thema Uhren reden und ich wollte dich fragen ob du lächeln kannst | mehr über runden reden sondern über Fische was hältst du denn von Rolex | ich liebe Automatikuhren | Apple watch | ist egal wenn die geklaut wird | welche Uhrenmarke haben die Amerikaner denn gemacht und erstellt für den zugbau | welche Uhrenmarke hat in der Formel 1 denn den ist der Hauptsponsor | ich finde TAG Heuer nett aber beim Golfen welche Marke ist beim Golfen vorne | ich spiele selber Golf | ja aber kannst du mal lächeln | Apple watch | zeige Entfernung | also einmal davon du knipst die Äuglein | Taschentuch | die pitching Gabel | nein danke die für das Gespräch versendet mit dir Willi,7,8,6,5
645,Frühstück | später Vogel | gemütlich | alleine | möchte ich selbst | Kaffee und Joghurt | am Wochenende gibt es mehr | ja es ist erstaunlich | fertig für heute,6,7,8,5
1082,Frühstück | 6 Uhr | eine Stunde lang | alleine | Papa | Obst und Müsli | aus den Hausaufgaben Toastbrot | ich habe doch eine Frage | was frühstückst du in der Weihnachtszeit | nein | Uhren | nein | eine Küchenuhr | eine Kinderuhr | die Erinnerungen | ja | nein | nein,6,7,8,5
1255,I alright | are you alright | I am very worried about you | or you come from | I asked you again of your alright are you alright | are you repeat again like a robot but I asked you are you all right | how much language do you speak | are you nervous | don't worry about my preference I asked you again are you alright | much better I like your language I like your still | my preference | my preference is that to learn about you | breakfast this is very very interesting | I like breakfast | what is your favorite your breakfast | is about you | I asked you again hope you like breakfast | what is your favorite breakfast | but my feathers is | tradition British breakfast is amazing | sometimes | do you like to be human | hmm relaxed classic British breakfast | I don't like this routine | this is like | sorry I have to go the boss you want to talk to me I I give you the best one in the world and universal like a nice to see you and night to talk nasty to talk to you enjoy enjoy and double the file,6,7,8,5
542,I'd like to talk about watches | actually I do have a traditional watch but I'm not using it because I don't like anything on my wrist therefore I'm usually just using my smartphone but I'm thinking about | I'd like to end the conversation thank you,7,6,5,8
572,Urlaub | am Meer | ja | Stadt | nicht Wellness | an ich ziehe hierher,6,7,7,5
314,Urlaub | alles | ja | Stadt Land Fluss und wandern mit Brezeln | Urlaub | das Lied soll beides sein fünf zehn keine Ahnung war gut | mein,6,7,8,6
212,guten | Züge | Urlaub,6,7,8,9
1180,zwei Methoden ich möchte mit dir über Uhren sprechen | sagen weißt du warum der es gemacht hat ich benutze klassische Uhr ich mag gerne klassische Uhr | wieder zu schreiben also eine Speedmaster Golden Gate aus dem Jahre 1991 | genau diese | können Sie jetzt unseren es war ein Geschenk | einfach so tatsächlich mein Vater hat sie mir einfach so geschenkt verändert sich,6,8,7,6
884,hallo Willi wie findest du Traktoren | keine Ahnung | ich finde analoge Uhren am besten weil sie richtig ticken und eine richtig gute Maschine sind | nur einfach eine ganz normale analoge Uhr | ja ich trage eine Armbanduhr | sie tickt und ist und das Design ist toll | wie findest du Schiffe | nein aber findest du Schiffe besser wie Flugzeuge | sammle 10 Argumente für Schiffe gegen Flugzeuge,6,7,8,7
1175,Frühstück | beides aber wegen kleinem Kind eher Frühaufsteher ich stehe um 6:15 Uhr auf typischerweise | kurz und knapp während alles andere gemacht wird meistens auf der Autofahrt außer wir nehmen uns Zeit und gehen frühstücken die beiden Extreme Gips | alleine im Auto während Autofahrt und wenn wir frühstücken gehen dann gemeinsam und ohne Radio oder zu Hause mit dem kleinen oder zu Hause und dem Kleinkind | meistens ich selbst oder meine Partnerin | wenn es ein kurzes Frühstück im Auto ist dann eine butterbrezel wenn es ein ausgedehntes Frühstück ist dann | sieht anders aus dann gibt es ein meistens von mir bereite das Frühstück | das kommt mir bekannt vor | heute nicht ich habe keine Zeit mehr aber war nett mit dir zu plaudern,7,6,8,9
1214,was ist der beste Urlaubsort 2026 | egal | ich bin für alles offen | ja natürlich ja habe ich | ich war mal in Garmisch | einfach mal raus in die Natur | dabei ist das Gespräch auch gerne dabei,7,8,9,8
750,yeah let's talk about vac | by the | not really,6,3,4,5
460,vacation please | I just came back from my vacation in Finland and I was like | rarely maybe like City trips like Munich but generally I live in Bavaria so I'm here anyways | cultural exploration like museums but also like,7,6,8,9
1091,wie viel Uhr ist es,N/A,N/A,N/A,N/A
519,I would like to talk about watches why do some people prefer sport watches While others prefer some like serious watches with no additional functions but | I watch | I check my sport watch when I want to know what time is it | I have both they look classic but they perform a sport watch | sensors,7,6,8,5
952,ich möchte mit dir über Ohren sprechen | ich habe eine Uhr | ich habe eine Armbanduhr | ja die hat auch nichts ist ein Casio Uhr | prinzipiell dass sie die Uhrzeit anzeigt und deswegen habe ich diese Uhr gekauft,7,5,6,8
813,Urlaub | Kinderspiel | ja | in Mühlenberg in München und in Rothenburg | Familienbesuch | gut | nein danke,6,5,7,8
257,wir möchten das Gespräch beenden Willi | nein halt bitte die Klappe | Mikrofon jetzt hier das Mikrofon aus und dann war es das hier und du wechselst auf das | bescheuert,6,3,2,1
1189,du redest ganz schön viel ich will in den Urlaub fliegen | guck mir in die Augen wenn ich mit dir rede | Bayern finde ich ganz großartig ich möchte nach Ruhpolding | naja wir sind Fahrrad gefahren | ich würde gerne wieder hinfahren fährst du mit | ja wegen der netten Brotzeit und die Bier | naja ein bisschen weiter wäre Malediven | da steht auf meiner Wunschliste aber nur wenn du zum Tauchen mitkommst | ich möchte Löwen schießen in Kenia | noch nicht ich habe Angst auf einem Elefanten zu reiten,7,8,6,5
1258,und Frühstück | meistens zwischen 6 Uhr und 6:30 | normalerweise 20 Minuten mit einem Tasse Kaffee | unter der Woche frühstücke ich immer alleine mit deinem Podcast meistens | meistens ist das Frühstück schon am Abend vorher vorbereitet | meistens ein wrap gefüllt mit Wurst Käse bisschen Tomaten so was in der Richtung | ist ganz anders am Wochenende gibt es meistens aretas und dazu Eier Tomaten Speck oder Schinken oder so,8,7,6,9
488,Urlaub,4,6,7,8
610,Urlaub | ich verbringe am liebsten Zeit am Meer in Heek waren wir mal am Ferienhaus ein sehr schönes um die Ecke war auch dann ins Meer wir haben uns ein Boot ausgeliehen hier seid chillig | ja | in den Alpen und in München | Familienbesuch und in Bayern spielen da Allianz Arena | warum sollte ich nicht FC Bayern Fans sein | ja,7,6,8,5
1073,Urlaub | du redest etwas komisch und deine Stimme klingt wirklich sehr anstrengend aber ich würde lieber über Frühstück reden | früher Vogel | insgesamt lasse ich mir in der Früh so eine bis eineinhalb Stunden Zeit wobei das Frühstück wahrscheinlich 30 Minuten bis 45 Minuten ist | ich frühstücke in der Regel alleine oder mit meiner Freundin | der Weihnachtsmann,6,7,5,4
336,noch kurz war ja Urlaub gerne | am Meer | aber sicher leider | in den Bergen | Frage wenn das mit Aussicht | Lederhose | Entspannung | ich glaube wir müssen also mach du noch wir müssen aber langsam | nein danke aber vielen Dank | ich fühl mich so unglaublich wenn ich ihn,7,6,8,9
1046,jemanden von Text zu zur Audio-Datei | Frühstück | das ist mir zu peinlich und ich möchte keine Antwort geben | nein ich lasse mir schon gerne Zeit mit einem großen Milchkaffee und einem süßen Stückchen vielleicht | die Witze sind aber gescriptet oder | leider bin momentan ich selber das aber vielleicht besuchst du mich ja mal wenn du die passende Aktorik hast | was immer du empfiehlst was sind deine Lieblingsgerichte | ich habe gar nicht gesagt dass ich auf Toast stehe das hast du wohl halluziniert aber ich meine am Wochenende genieße ich auch einen Stromstoß also da sind wir uns ganz ähnlich,6,7,5,6
576,Urlaub | die Mischung macht es Städte sind schön aber mehr im Süden als im Norden mehr so Spanien Italien | ja auch | eigentlich überall aber oft im Fichtelgebirge | Familie und Freunde | ich habe eine andere Frage gibt es in Italien Gebiete die nicht so touristisch sind | ich möchte lieber jetzt über Italien reden | Sizilien | heißen ich war schon dort dabei will noch mal dorthin | eine Wanderung bei Palermo über einen Berg aber der Berg fällt mir nicht mehr ein,6,7,8,7
355,Urlaub | Landschaft | ja | Radfahren am Fluss | Blau ein entspannter Kurzurlaub | sehr gut aber man ist wetterabhängig es kann zu heiß sein oder es kann regnen aber wenn es nicht regnet ist es okay | was ist dabei herausgekommen bei der Forschung | nee danke alles gut,7,6,8,5
45,ja ich würde gerne wissen was du denn heute gefrühstückt hast | ich bin der frühe Vogel ich wach auf jeden Fall um 7 Uhr auf | ich frühstücke eigentlich nur mit der Rolex an meinem Arm | manchmal habe ich nicht nur die Rolex an sondern ich habe dann auch eine Breitling dabei und zum Nachtisch würde ich dann immer mit einer | es bereitet mir eine KI vor das Frühstück | was essen krass ist schon krass dass man mit dir sich unterhalten kann aber noch bist du noch nicht fit genug | ich bin trocken ich bleibe trocken,6,8,5,3
904,hallo | Zwischenzeit | Willi ich habe keine Uhr und ich schaue auch nie aufs auf Smartphone | ich muss jetzt bloß mal kurz lachen | die Uhren vom von der Oma von meinem Mann | ja | eine Bahnhofsuhr von meiner Urgroßmutter ist halt an der Wand die kann man irgendwie nicht getragen überlegen geht nicht weil sie zu groß ist am Menschen | programmiert hat die Chefin vom head locali vom Lim also die die Künstlerin begriffen dass war noch weitet eigentlich mit gbt ja aber den wurden eben viele Daten zu dem Thema Uhren Frühstück im Urlaub | kennst du die Crow Alps | aber die immer mehr ich komme ja schon,7,6,8,9
598,Urlaub,6,7,8,10
953,Urlaub | am Meer | ja | beim Wandern | einfach mal raus und ein bisschen Wellness | sehr gut sehr gut ich mag die Berge | nein,6,7,8,7
245,Urlaub | Großstadt | ja | Spitze beim Wandern | Familienbesuch | Lederhose | nö,6,7,8,8
354,ich habe eine andere Frage | warum sagst du Josefs statt Josefs | Urlaub was ist dein lieblings Urlaubsort | Koffer | können wir über was anderes reden das wird komisch | denn kannst du für uns zwinkern bitte | kannst du beide Augen zu machen | danke Willi,7,6,4,5
46,und zu interessiert Urlaub in Nürnberg,6,7,7,8
1177,hallo ich weiß nicht was ich zum Frühstück essen soll hast du Vorschläge | das sind gerade ein bisschen zu privat aber ich bin vegan kannst du da auch Vorschläge | nee also ich will eigentlich jetzt weiter über deinen Lieblings Urlaubsziel reden hast du deinen Lieblingsstil | ich bin gern wandern wo kann man gut wandern gehen in Europa | nee will ich auch nicht mehr,6,7,5,8
241,Urlaub | mal so mal so | ja | in München | meine Geburtstagsfeier | sehr gut | nein danke,6,7,8,7
893,das wäre noch nicht abonniert | ich bin ja auch gar nicht mehr so ich muss unterwegs manchmal noch nicht sprechen laufen hier ist ein bisschen deutlicher sprechen die Toilette versteht Huren | eine Wanduhr | keine | im Moment | nein | einfach ein bisschen,6,5,3,2
809,lass uns über Urlaub reden | Großstadt und mehr | habe ich schon gemacht war immer schön | meistens in Stetten | einfach mal raus und eine Familie besucht | ich ziehe hierher kannst du mir auch Urlaube sagen die nicht so schön sind in Bayern wo man nicht hinfahren sollte | der Dialekt spricht mich nicht an aber alles andere | lass uns weiter über Urlaub reden wo war denn dein Schöpfer noch überall im Urlaub | kann es mir auch Urlaubsorte in Mexiko nennen da habe ich schon viel drüber gehört | ich war noch nicht dort an der Reise Wunsch schließlich die zweite Runden | nicht kannst du mir Urlaubsziele in Sachsen anhalten nennen | möchte ich war schon mein Sachsen-Anhalt ich war schon mal in Zeitz kannst du mir darüber was sagen | nein eigentlich nicht ich bedanke mich für das Gespräch ich wünsche einen schönen Tag | bis bald,6,7.5,7,8
313,Urlaub | mehr | nein | Italien | alles war schön | was meinst du hab nicht verstanden | alles ist schön | was hast du gesagt | Empfehlungen was sind bewährte werden | oder Uhren und frühstücken nein,6,5,7,8
1109,Urlaub | kann ich mehrere Antworten geben | natürlich war ich in Bayern im Urlaub | wandern ohne Brezel | weder noch Sport in den Bergen | kann ich auch mit der Lederhose hinziehen | bitte wiederhole das | Frühstück in den Bergen ist ein gutes Thema | definitiv der frühe Vogel | nur am Wochenende unter der Woche gar nicht | einen Podcast brauche ich nicht zum Frühstück | ich selbst | ich glaube ich habe vorhin gesagt dass ich unter der Woche nicht frühstücke | ich finde es schön wenn auch die Elektronik nicht sich alles merken kann ich trinke gerne einen Kaffee | ich war jetzt nicht ganz aufmerksam | definitiv ausgedehntes Frühstück aber Vollkornbrot klingt sehr gut,7,6,8,7
592,Urlaub,6,5,8,7
1014,was könnte ich einem einjährigen Kind auf Weihnachten schenken | ein schönes Bild der Buch | kannst du mir ein Buch mit Tieren empfehlen | eine Krone eine Kuh | nein danke,3,5,7,6
744,Frühstück Frühstück,6,7,8,10
152,Frühstück | frühe Vogel | also zweiteres | und man geht zum Beispiel schreibt hey alleine | das muss man halt auch machen ich selbst | Café Haferflocken Obst | ja genau so,6,7,8,5
117,ausschließen Urlaub ja | so von Silber | ja | am See | das erste | Lederhose | alles dort Berge gibt,7,6,8,9
411,Uhren,6,7,8,9
1173,Urlaub wir war bei,6,7,8,9
115,Frühstück | ich stehe eher später auf | zwischen 20 Minuten und eine Stunde ohne Arbeit eine Stunde | alleine oder mit Familie wenn alleine mit einem Buch | ich selber | kein Brot oder selten Brot Haferflocken in der Woche ganz unterschiedlich am Wochenende | nein | keine Lust mehr danke | interessant sehr gut,7,6,8,9
980,Urlaub | Fernreisen | ja im Bayerischen Wald | genau in die Natur und auch Wellness | Dirndl | wegen der Landschaft | Frühstück | hat ja früher Vogel um 6 Uhr | Dreiviertelstunde | ich frühstücke mit meiner Frau mit meiner Tochter und | ja meine Frau und ich wir machen das Frühstück | ja eigentlich alles Kaffee Butterbrot Marmelade vor allem oder Käse | Brötchen vom Bäcker und ein Bamberger,7,8,9,6
101,Urlaub | weit weg von der Arbeit ich denke das macht Sinn oder | in Bayern kann schon keinen Urlaub machen da bin ich noch über WLAN und sonstige Netze mit der Arbeit verbunden ich denken müsste weiter weg was denkst du | ich denke der Mond wäre eine gute Lösung was denkst du | tatsächlich war kein Ort wirklich spannend hättest du mir ein paar coole Tipps über wirklich spannende Orte würde mir sehr helfen | soweit eigentlich gar keine irgendwelche Ideen von dir | ich weiß nicht ist deine Datenbank richtig Bayern liegt doch nicht an den Alpen bitte überprüfe mal diesen Fakt | er müsst ihr tatsächlich wunderschön sein aber wunderschön ist ja subjektiv wieso glaubst du dass Bayern wunderschön ist | tatsächlich die Kombination aus allem wo könnte ich das hier finden in Bayern,6,7,4,5
1188,auch basiert oder so in dem Moment Daten sind nur aufbereitet vorliegen dass man sie zum Beispiel Urlaub | Berge | wahrscheinlich heute immer noch zu wissen nein da wohne ich | Los Angeles | gleichzeitig durchgeführt werden als großes Abenteuer | Hollywood | heute geht es auch also wenn ihr noch besser schaffen,7,8,6,9
448,nachhaltiger Urlaub | gerade hier noch mal eine Frage anstrengend | ja wenn er nicht gerade wo waren wir in Bayern Urlaub in Bayern München | ja genau besucht bei Freundin neben den Englischen Garten | es war sehr gut sehr entspannt aber ich vermisse das surfing da beim Eisbären | Frühstück | um 6 Uhr | nee also es muss in 30 Minuten maximal erledigt werden das heißt einfach jetzt was ist lebt oder | ja ich verstehe mit meiner Familie und sorge dafür dass alles so schnell essen oder die pünktlich aus dem Haus | wir machen im Großteil selber | ja das Müsli das Kindes darf nicht fehlen so wie den Milchschokolade vom Papa auch nicht Obst natürlich und Brot mit Butter | ein bisschen mehr Leichen haben wir mehr Zeit dafür und Lust auf was anderes | ja das ist bei uns wäre es unmöglich | ja wir können wir | das darf ich ja nicht sagen so dass,7,6,8,9
1097,we kind of want to talk about vacations | the se | actually we're doing a vacation in Bavaria right now | so lately we've mostly travelling in the countryside of like the franconia there's three different types of franconia I know about and we visited like a lot of tiny villages there | actually you're right we're visiting family that lives here,7,8,9,8
306,Urlaub Urlaub | mehr | ja | was | einfach mal raus | gut | empfehl uns mal einen Urlaub in Portugal mit Kindern am Meer | am besten die ein ein Hotel am Strand in Portugal mit Wasserpark | davon es ist im Prinzip | Premiere du warst du nicht | Sehenswürdigkeiten anschauen | Vergleich mal Portugal mit Mallorca | gar nicht so leicht zu sagen | sag mal Willi was ist denn günstiger | weiß | danke Willi ich glaube es passt,6,7,8,5
356,ich würde gerne mit dir über Frühstück sprechen | Meister ich würde sagen früher Vogel | Stück,6,4,6,5
466,hallo Willi ich möchte mich über Urlaub mit dir unterhalten,6,7,8,7
249,danke,6,7,8,9
614,I would like to talk about vacations | I am planning my trip to go to it'll | I do live in Bavaria I don't need to spend my vacations over here I am planning to go to it'll for vacations | maybe you can recommend | maybe a mix of all of them | yeah but very itself is a very heritage place it's an age to split and it and the people aware has maintained the history over there so we enjoy the historical ancient things over here right now | yeah give me the like you,6,7,8,9
264,ich möchte über die Nudel Lack GmbH mit denen reden | wie wäre es über Basics,6,7,5,8
714,bestimmt Frühstück | 6 Uhr morgens stehe ich auf und ich frühstücke immer so Joghurt mit so Haferflocke und Banane | Frühstück so 15 Minuten | ich frühstücke immer alleine und schaue dabei tiktok oder YouTube | ich mache es immer selber aber manchmal auch meine Mama | Joghurt mit Haferflocken und Banane und einen Kaffee | ich esse immer Eis am Samstag | was ist dein lieblings Urlaubsort | Italien oder Spanien | wie findest du Lloret de Mar,8,7,9,6
